player_name,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Adam Federici,70.35,74.4,20.6,20.6,22.1,27.1,20.4,20.6,20.2,21.05,36.15,26.2,47.6,47.05,52.0,65.95,49.6,19.6,73.0,53.8,72.2,19.2,53.8,28.9,33.2,34.7,43.3,21.1,19.2,19.1,72.35,65.55,74.4,66.95,74.8,GK
Adam Fraczczak,64.13,66.37,65.17,57.93,64.57,63.97,55.77,61.83,55.97,51.23,59.57,59.07,77.0,78.73,66.1,57.57,65.8,60.67,74.13,82.0,73.43,47.27,75.17,54.77,66.7,63.13,53.13,60.3,61.77,63.13,14.23,7.23,5.23,9.23,10.23,MID
Adam Gyurcso,69.0,75.77,71.0,68.0,58.0,66.0,65.0,70.0,59.0,54.85,59.0,64.0,79.46,77.38,68.0,60.69,58.85,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.38,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0,MID
Adam Hammill,67.04,73.59,69.59,61.67,32.56,65.48,64.0,74.04,63.0,63.67,57.59,69.67,77.89,79.59,68.63,61.26,68.19,70.52,50.7,64.93,56.41,71.93,51.44,34.63,55.37,56.0,56.56,35.0,38.93,33.41,6.0,10.33,17.19,9.56,11.11,FW
Adam Henley,65.47,75.13,56.0,34.27,63.4,62.47,33.27,60.27,42.27,38.27,60.0,61.33,72.8,70.73,65.0,64.6,82.47,36.27,62.0,71.47,65.87,28.27,57.27,64.27,50.27,51.6,46.27,64.07,69.6,67.93,11.27,10.27,5.27,14.27,7.27,DEF
Adam Hlousek,68.14,73.79,73.96,61.11,60.71,68.36,59.46,66.82,74.36,70.18,64.54,67.07,67.21,74.86,67.93,69.75,64.36,69.64,66.43,72.25,64.61,60.36,61.5,60.32,66.39,61.93,57.14,50.0,57.96,63.57,8.57,13.64,20.04,9.54,11.18,MID
Adam Johnson,76.5,80.08,76.75,67.21,45.08,75.29,66.42,82.0,74.29,72.12,66.29,78.96,79.96,78.38,81.75,72.17,77.25,72.62,53.92,71.83,63.25,71.38,60.79,51.54,74.0,76.08,66.71,37.42,34.58,30.17,7.58,9.0,22.21,14.71,11.92,MID
Adam King,53.94,63.31,43.0,44.0,48.0,64.5,37.0,51.62,42.0,41.0,58.94,53.56,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.19,58.0,47.0,64.0,40.0,54.0,51.81,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0,MID
Adam Kokoszka,63.26,67.3,35.7,37.78,62.35,50.61,42.17,44.13,36.39,29.48,43.3,51.52,66.0,68.57,65.61,59.7,65.57,64.22,58.74,76.57,76.78,34.35,73.39,65.61,33.96,52.43,45.57,58.83,69.57,55.48,10.48,12.17,20.13,12.96,12.96,DEF
Adam Lallana,75.67,81.64,70.33,69.64,60.21,78.44,67.23,80.56,75.1,64.26,69.0,79.31,75.97,71.87,80.69,71.15,78.87,65.64,70.97,79.92,64.38,68.49,43.46,62.97,72.69,80.38,60.77,29.26,47.69,36.82,6.0,15.51,18.0,9.23,11.92,MID
Adam Le Fondre,68.0,71.47,53.38,74.76,60.65,58.59,69.44,59.5,54.82,44.5,45.06,65.79,74.12,73.0,70.85,73.41,75.41,63.47,71.44,68.38,59.65,56.44,41.47,35.24,73.59,64.47,75.12,20.5,20.56,16.94,6.38,8.32,8.97,7.74,15.91,FW
Adam Maher,74.18,83.18,69.0,62.82,42.05,75.59,70.36,78.5,73.5,70.41,70.59,82.91,74.23,74.05,81.95,71.64,80.05,69.59,62.36,69.91,46.45,66.77,54.73,51.77,67.55,76.18,57.95,45.23,50.23,45.14,14.23,6.23,6.23,10.23,7.23,MID
Adam Marciniak,59.69,64.0,38.31,38.92,59.0,58.85,21.0,33.0,29.0,47.38,56.38,52.92,62.23,61.23,55.77,44.92,59.15,61.0,65.54,69.46,66.54,47.85,65.54,60.15,30.15,39.0,46.0,59.23,65.23,58.77,6.0,9.0,12.0,15.0,10.0,DEF
Adam Marusic,67.45,72.45,64.55,64.18,56.55,63.36,62.27,70.73,57.18,47.55,62.36,70.18,74.0,80.91,62.55,63.91,68.45,68.36,65.27,72.18,74.73,68.09,63.27,42.0,66.55,61.64,57.55,33.73,37.91,35.36,7.55,8.55,6.55,9.55,9.55,FW
Adam Masina,63.0,70.36,65.36,25.5,61.0,50.5,26.5,56.07,38.79,33.64,47.43,58.36,71.07,73.14,56.43,60.43,43.57,34.36,57.43,70.57,69.29,30.5,63.0,62.79,39.93,34.93,30.5,58.36,63.71,65.86,13.5,13.5,12.5,6.5,5.5,DEF
Adam Matthews,69.5,79.1,69.65,43.65,54.35,67.95,42.3,65.8,67.3,48.6,63.45,68.3,77.0,78.0,73.65,71.65,72.1,66.9,71.4,76.75,68.25,59.65,62.95,68.85,61.0,65.05,50.6,69.4,71.7,70.95,5.5,15.65,16.9,8.0,14.8,DEF
Adam Matuschyk,68.71,74.1,56.86,55.24,65.14,70.9,61.38,67.1,48.9,53.24,68.57,69.76,67.76,66.38,70.29,69.05,72.1,68.43,68.0,73.95,65.95,67.67,67.38,66.52,59.81,69.14,49.1,65.14,66.1,70.71,8.05,9.33,15.48,15.33,14.48,MID
Adam Mojta,62.69,62.85,70.15,56.77,59.54,47.92,49.23,59.0,42.15,31.92,46.85,59.69,72.0,69.15,58.0,69.54,75.0,55.15,72.62,79.0,57.0,55.77,62.62,47.08,51.0,50.85,58.54,67.0,60.85,61.46,9.54,11.54,11.54,13.54,9.54,DEF
Adam Morgan,62.62,75.85,39.85,66.0,56.38,52.77,56.54,61.23,48.08,42.08,38.08,60.0,77.62,76.92,65.46,59.54,69.69,60.31,55.92,57.08,59.54,57.62,60.08,20.85,63.85,54.77,63.62,21.23,22.0,22.08,10.08,9.08,6.08,14.08,7.08,FW
Adam Nemec,66.88,69.31,43.31,67.75,77.09,54.06,62.25,57.06,49.03,42.03,43.75,62.19,58.38,61.06,40.72,64.84,51.53,74.94,68.69,60.56,85.38,63.34,47.03,37.12,64.66,41.03,53.62,20.28,19.53,17.59,7.41,15.97,14.19,15.12,15.12,FW
Adam Ounas,64.64,80.91,61.55,62.36,51.0,64.0,58.09,73.0,63.55,59.45,62.36,64.55,77.73,76.0,76.0,60.0,81.0,64.91,53.0,66.0,39.0,59.27,50.64,44.0,58.09,60.36,56.18,44.0,54.0,47.0,8.0,6.0,8.0,7.0,12.0,MID
Adam Pazio,63.43,71.64,68.43,35.21,55.21,63.21,41.21,59.07,58.21,29.21,58.21,62.43,82.86,74.07,58.0,54.14,73.57,61.21,59.0,71.86,57.0,44.5,57.21,57.07,46.79,42.29,43.21,65.93,65.43,65.14,12.21,11.21,10.21,13.21,12.21,DEF
Adam Pinter,70.64,72.79,43.0,34.0,71.0,68.57,40.0,49.57,43.14,48.0,66.43,59.86,41.86,53.71,37.29,66.43,49.86,70.29,51.14,74.0,86.43,33.86,77.0,75.21,50.29,61.0,52.0,63.0,76.0,60.43,6.0,14.0,13.0,14.0,7.0,DEF
Adam Rooney,64.81,71.0,44.69,68.65,67.96,63.62,60.04,61.15,39.77,43.54,51.73,62.65,63.42,68.38,67.19,64.15,72.38,67.85,72.65,75.46,72.92,57.62,62.62,19.85,67.38,55.88,76.19,20.15,22.08,16.23,10.08,10.08,10.08,10.08,8.23,FW
Adam Ryczkowski,52.78,65.0,42.78,55.0,53.89,51.33,36.22,54.33,39.0,29.22,32.22,53.0,73.0,65.0,72.0,50.22,71.0,49.11,59.0,51.0,56.89,53.22,27.22,23.44,44.22,43.22,57.78,24.22,24.22,20.22,6.22,5.22,14.22,7.22,12.22,MID
Adam Sarota,64.63,69.42,58.74,57.79,46.95,67.84,54.63,63.11,63.53,65.26,67.05,68.89,66.32,68.79,65.42,62.05,62.89,60.26,63.32,72.84,57.84,57.74,67.11,56.74,59.63,67.79,55.95,41.74,51.63,38.84,12.16,12.0,14.74,11.16,15.37,MID
Adam Smith,66.22,74.43,66.22,35.65,50.57,67.04,37.96,62.0,51.43,54.39,58.04,68.35,74.65,72.87,71.65,65.87,65.74,61.7,54.87,71.91,60.3,59.35,58.87,67.57,55.17,52.61,43.48,67.7,67.91,65.09,7.09,8.09,14.09,8.09,5.09,DEF
Adam Szalai,73.84,78.59,47.91,74.94,78.69,68.12,66.41,72.06,54.22,41.19,46.91,73.84,63.56,67.22,63.16,75.0,63.91,77.59,66.91,69.25,84.56,60.66,65.94,37.19,75.5,64.69,68.72,24.16,36.59,17.59,12.56,12.44,10.31,15.94,9.81,FW
Adam Taggart,62.91,73.09,50.17,66.39,49.13,60.22,60.83,63.7,58.39,37.13,50.78,66.7,79.22,74.7,78.13,56.61,76.35,61.78,55.35,72.13,59.57,64.35,52.04,41.0,63.7,56.39,59.13,28.13,31.13,30.13,15.13,14.13,11.13,7.13,13.13,FW
Adam Vass,64.2,74.3,58.2,47.4,61.6,72.8,47.0,62.0,62.0,48.2,68.0,67.2,64.5,65.3,68.3,62.6,65.0,52.6,69.1,68.2,67.6,49.0,62.2,56.8,52.8,67.0,55.0,52.0,62.4,63.6,6.8,14.8,33.8,14.2,15.4,MID
Adam Waszkiewicz,51.12,59.0,33.75,25.0,50.0,36.62,22.0,30.0,20.0,25.0,34.0,34.0,60.25,62.0,57.5,44.25,61.0,32.0,65.0,55.88,67.0,25.0,55.0,56.0,20.0,27.0,20.0,53.0,55.5,52.5,9.0,12.0,11.0,11.0,5.0,DEF
Adama Ba,62.57,71.0,55.14,68.5,62.64,58.93,51.64,63.21,48.07,41.07,49.07,63.29,73.43,73.64,55.36,58.0,48.07,58.07,63.79,58.29,53.71,57.79,37.64,21.07,58.5,44.29,71.43,38.57,21.07,23.07,8.07,14.07,13.07,6.07,7.07,FW
Adama Coulibaly,71.53,71.89,39.89,34.79,72.53,58.42,29.37,46.74,46.42,44.84,61.37,62.26,51.32,51.53,53.26,65.74,61.0,56.42,64.79,68.68,86.37,44.32,77.47,73.79,40.47,51.37,40.95,72.74,71.63,65.21,12.95,13.53,17.05,14.32,15.74,DEF
Adama Francois,62.94,68.56,49.11,33.56,63.44,51.83,44.28,44.22,36.28,37.44,44.72,48.44,51.67,52.22,33.0,60.72,32.0,50.22,43.22,62.11,85.78,37.39,71.33,57.83,30.33,42.61,51.06,63.94,62.44,59.28,6.94,13.28,12.22,8.28,9.11,DEF
Adama Soumaoro,59.06,68.12,48.0,32.12,57.44,51.25,34.25,42.75,30.25,35.25,46.06,41.81,52.56,58.0,45.56,52.81,54.88,45.06,61.81,53.69,81.88,33.25,60.0,56.5,23.06,25.25,39.25,62.44,63.38,61.0,5.25,9.25,7.25,15.25,13.25,DEF
Adama Traore,65.29,71.71,69.36,52.54,48.64,67.04,58.18,63.07,64.18,33.18,62.21,68.36,84.96,84.29,74.04,56.82,63.39,60.96,75.46,73.29,61.68,59.5,51.46,63.18,63.43,57.68,56.14,64.07,66.82,62.25,9.96,14.82,8.89,11.11,12.04,DEF
Adama Traore,58.78,69.67,50.11,39.0,48.22,66.22,35.56,59.44,35.0,29.33,59.56,64.78,72.11,72.89,59.0,55.67,66.0,48.22,59.78,54.33,56.44,46.0,67.22,54.89,54.11,58.78,52.22,54.22,56.44,53.0,7.22,10.22,8.22,8.22,12.22,MID
Adamo Coulibaly,71.12,71.12,50.0,74.5,67.5,51.0,69.0,64.5,62.0,68.0,54.0,67.5,70.38,68.38,70.0,74.0,58.0,73.5,73.0,70.62,80.38,70.0,70.0,41.0,73.0,61.0,73.0,30.0,31.0,29.0,5.0,7.0,10.0,15.0,5.0,FW
Adel Taarabt,77.32,82.1,75.2,69.98,39.16,76.72,72.16,85.88,77.2,73.9,67.5,84.12,79.76,74.68,84.84,70.82,75.88,75.0,53.78,61.48,65.04,75.64,58.24,42.42,74.42,76.6,73.0,27.32,28.78,30.52,6.14,7.7,13.06,6.86,10.58,MID
Adem Ljajic,76.98,83.4,70.6,71.02,48.52,76.88,72.31,82.98,77.83,77.76,67.45,83.36,81.4,78.64,81.83,72.36,71.79,76.64,66.48,71.21,62.93,76.29,43.55,40.62,74.64,74.29,71.38,22.14,37.55,36.12,5.71,14.29,9.86,6.67,12.38,MID
Aderlan Santos,72.12,77.68,33.16,33.16,75.0,49.0,45.16,47.68,50.16,53.32,46.16,56.44,50.84,56.08,53.72,63.64,43.72,79.04,66.72,62.2,81.16,69.24,76.12,73.44,26.16,32.92,59.16,73.68,77.36,71.28,9.16,12.16,12.16,7.16,11.16,DEF
Aderlan,65.5,70.75,65.5,45.62,54.62,62.62,45.62,67.62,58.62,60.62,61.62,62.62,81.25,77.75,78.0,62.62,77.0,68.62,72.88,74.5,56.38,69.62,67.62,69.62,55.62,49.62,34.62,60.5,62.88,63.0,11.62,10.62,9.62,12.62,6.62,DEF
Adil Auassar,64.27,66.36,53.09,45.18,64.18,64.64,38.18,59.73,62.64,62.09,61.36,64.09,54.45,56.91,53.45,63.36,62.55,77.55,62.27,76.45,81.0,64.55,73.55,63.45,59.0,63.18,38.45,61.0,60.36,62.73,8.73,10.27,22.64,13.18,15.36,MID
Adil Chihi,68.7,76.55,67.6,63.35,58.1,66.3,67.0,73.55,63.0,62.3,55.2,72.0,78.9,78.65,80.4,67.4,69.35,64.65,54.4,64.2,64.0,58.4,55.0,38.9,64.95,60.1,60.05,21.15,22.6,19.75,7.8,14.95,18.35,10.15,8.6,FW
Adil Hermach,67.0,69.93,54.07,47.67,58.0,65.13,50.8,61.93,58.53,58.93,67.53,67.6,65.8,64.73,70.0,66.87,70.4,66.07,71.2,81.2,70.47,65.13,72.4,69.6,57.87,73.47,57.4,61.0,67.27,68.73,6.93,12.6,22.8,11.53,14.8,MID
Adil Rami,78.26,82.29,42.6,41.37,78.14,61.8,48.63,50.2,43.17,56.63,68.43,62.69,60.09,63.89,59.11,67.03,60.71,70.37,76.6,68.57,87.37,51.34,79.6,79.09,35.8,49.09,53.2,80.57,82.89,79.94,7.11,11.51,16.4,7.57,6.37,DEF
Adil Ramzi,66.17,66.17,61.67,55.67,50.0,71.0,54.0,69.33,49.0,70.0,71.33,68.5,63.83,60.67,65.0,59.33,61.67,73.67,74.0,64.67,73.0,56.33,59.33,43.0,65.0,70.67,75.0,48.67,33.33,35.33,12.0,6.0,10.0,10.0,9.0,MID
Adilson,67.29,67.57,46.0,69.43,73.29,51.0,68.0,58.0,45.0,46.0,46.0,56.14,56.71,58.71,59.14,70.0,40.29,70.29,56.43,56.86,83.71,58.43,66.0,32.0,61.43,50.29,52.86,20.0,21.0,24.0,13.0,10.0,13.0,11.0,13.0,FW
Adis Jahovic,68.3,68.3,36.0,67.1,74.0,53.0,66.0,60.0,38.0,35.0,43.0,65.8,60.0,63.0,53.0,65.0,38.0,73.0,56.0,60.0,79.0,68.0,70.0,15.0,74.0,44.0,63.0,16.0,25.0,19.0,10.0,14.0,15.0,9.0,8.0,FW
Adlene Guedioura,67.24,70.03,55.68,56.15,61.5,67.15,57.88,63.62,32.53,50.15,65.71,67.59,69.41,73.32,70.0,62.85,68.91,74.71,73.76,70.91,81.29,67.65,78.94,60.44,60.15,67.35,55.74,58.97,66.65,66.71,11.12,14.59,19.32,12.94,8.0,MID
Admir Aganovic,59.33,64.33,46.0,58.0,54.67,52.0,56.0,59.17,38.0,49.5,45.0,57.67,63.67,64.83,62.0,62.0,63.0,60.0,62.0,60.0,63.0,60.5,57.0,31.0,63.0,47.0,58.0,29.0,34.0,20.0,13.0,7.0,15.0,14.0,6.0,FW
Admir Mehmedi,69.42,75.84,55.37,69.39,57.29,67.66,64.08,73.03,58.08,58.16,52.53,70.32,70.37,72.5,73.39,69.42,67.92,69.95,54.5,68.97,65.0,69.21,51.84,31.45,67.11,63.03,63.5,23.97,28.39,25.95,11.61,13.79,9.37,14.71,15.63,FW
Adnan Alisic,60.5,61.0,41.0,44.0,49.0,59.17,65.0,63.0,72.0,63.0,61.0,63.0,63.5,63.5,67.0,65.0,68.0,57.0,61.0,66.0,61.0,67.0,63.0,42.0,63.5,64.5,51.0,45.0,47.0,43.0,10.0,11.0,5.0,12.0,7.0,MID
Adnan Custovic,67.0,69.22,64.78,68.89,65.44,65.44,72.33,63.11,69.0,70.22,59.44,65.0,60.56,64.33,63.78,65.33,64.0,76.67,61.89,69.33,69.22,69.67,55.0,58.33,70.89,70.78,68.33,25.78,38.89,45.89,13.0,16.22,42.44,15.67,14.56,FW
Adnan Januzaj,70.09,86.14,64.14,61.59,22.18,71.82,65.05,79.09,64.95,60.36,67.0,76.77,81.18,71.91,78.5,63.09,75.36,52.14,60.09,47.55,37.09,65.36,28.82,21.36,59.73,72.95,59.18,23.27,20.73,21.18,14.18,9.18,10.18,11.18,6.18,MID
Adnan Mravac,63.26,65.42,43.58,33.21,63.32,53.95,40.37,44.11,29.37,42.05,46.84,51.58,53.74,54.84,44.79,59.42,50.42,49.53,59.79,72.74,79.11,43.26,77.0,56.21,42.58,45.95,48.79,61.32,62.53,60.58,6.0,10.47,20.95,14.79,10.58,DEF
Adnane Tighadouini,68.73,76.32,65.0,67.32,50.0,62.23,61.36,76.68,74.86,57.32,53.68,73.64,76.73,74.64,74.5,66.45,69.82,73.73,74.27,67.05,63.45,68.05,47.36,25.32,64.32,65.64,69.64,29.32,36.32,23.32,10.32,5.32,10.32,11.32,7.32,FW
Adrian Basta,57.56,63.88,40.75,31.06,38.19,38.25,23.44,34.12,48.44,44.81,39.88,42.19,76.62,77.0,68.0,60.19,59.12,29.81,64.0,72.0,69.19,27.94,67.19,62.19,44.19,28.19,44.81,60.75,59.56,63.75,14.19,9.19,6.19,13.19,15.19,DEF
Adrian Blad,54.61,61.28,53.61,44.39,51.28,45.78,36.22,51.83,51.94,37.94,40.89,52.0,85.61,75.17,83.17,54.72,82.44,50.33,80.67,63.33,33.5,50.0,57.33,67.11,55.17,41.22,42.78,43.67,42.89,42.33,9.33,16.33,14.5,9.67,15.5,MID
Adrian Colunga,71.92,73.81,59.08,74.92,53.5,65.62,68.15,80.42,77.15,63.77,44.54,75.27,76.88,75.31,80.81,75.69,80.08,73.35,69.73,61.5,58.5,67.69,53.38,30.08,73.54,65.69,76.46,20.23,20.23,16.54,6.92,7.92,13.23,12.15,11.31,FW
Adrian Cristea,64.14,65.0,57.0,66.0,72.0,66.0,66.0,65.71,65.0,82.43,59.0,66.86,64.0,58.57,61.0,57.0,64.0,62.0,54.0,59.0,48.0,68.0,49.57,38.0,63.0,64.0,52.0,46.0,52.0,45.0,5.0,13.0,9.0,6.0,14.0,FW
Adrian Daniel Calello,56.17,60.09,43.52,28.78,39.74,62.39,26.7,57.39,57.04,37.7,57.7,65.48,57.65,58.48,59.91,53.26,54.78,37.74,54.09,64.17,60.48,42.3,51.39,55.61,44.0,47.04,40.87,49.96,53.78,49.17,11.7,14.7,6.7,12.7,8.7,MID
Adrian Embarba,66.38,74.08,67.92,63.31,45.54,65.54,43.62,71.08,47.08,49.0,63.31,68.0,76.46,71.62,69.54,55.15,72.31,60.77,61.31,53.23,53.23,59.77,53.08,30.62,61.92,59.15,54.62,27.08,33.54,29.08,12.31,5.31,5.31,13.31,10.31,MID
Adrian Gonzalez,71.52,75.52,70.67,60.95,53.29,75.57,54.0,71.95,74.57,70.62,71.33,74.71,70.33,69.86,73.24,67.24,65.33,56.62,54.71,68.95,61.33,59.14,55.48,59.24,64.05,72.24,68.86,48.48,49.05,40.48,5.71,15.48,22.38,8.19,9.0,MID
Adrian Gunino,65.59,73.94,68.47,46.35,55.35,65.82,52.0,66.06,70.29,52.94,67.29,68.53,81.06,78.71,78.35,59.94,83.59,55.0,87.35,76.35,58.53,59.29,59.47,64.06,56.24,49.29,37.65,61.41,62.76,66.29,9.47,13.94,17.76,10.65,13.12,DEF
Adrian Klepczynski,59.67,59.67,53.8,30.0,51.0,45.53,36.07,40.27,59.0,32.0,42.6,42.0,52.67,63.67,73.0,74.0,57.0,54.0,54.87,72.53,64.0,47.47,60.2,50.67,36.0,42.0,36.0,57.87,60.47,74.4,13.0,12.0,8.0,7.0,13.0,DEF
Adrian Lopez,75.87,80.48,61.68,74.94,71.19,68.97,71.94,82.55,60.61,56.39,52.87,81.81,82.1,78.03,79.06,76.03,66.81,72.65,73.26,70.84,69.39,71.16,62.45,36.87,77.16,70.32,68.9,20.71,21.29,18.45,11.42,14.84,16.94,8.13,15.68,FW
Adrian Mariappa,70.15,73.44,40.41,26.04,73.48,61.74,20.04,54.04,32.04,21.04,54.78,64.0,77.04,75.33,68.41,70.93,74.15,40.37,82.22,76.07,76.56,33.04,51.48,73.19,48.63,59.37,43.22,72.07,70.85,71.74,5.59,15.7,13.52,14.07,11.63,DEF
Adrian Marin,65.2,75.5,67.4,39.6,50.9,65.7,53.0,66.6,61.6,34.6,62.3,63.9,71.3,67.4,70.5,65.4,67.6,59.6,62.7,62.4,59.5,41.6,57.5,69.7,51.6,44.6,31.6,64.4,65.9,66.2,8.6,13.6,13.6,7.6,7.6,DEF
Adrian Mrowiec,61.8,65.7,57.6,36.5,63.2,59.6,28.2,60.8,37.2,42.8,53.2,58.8,56.0,63.0,50.1,46.0,66.2,54.0,68.1,71.0,78.0,32.4,71.7,59.1,48.0,64.2,45.8,61.8,64.5,61.8,13.6,13.2,22.2,18.0,17.4,DEF
Adrian Mutu,80.0,81.5,74.17,81.25,69.25,79.25,78.42,81.58,84.42,78.67,58.25,85.67,77.83,79.0,74.83,78.67,73.0,77.83,67.0,69.08,72.0,78.67,69.58,45.5,79.58,81.0,87.33,21.0,30.67,28.0,10.0,10.0,17.67,10.0,8.0,MID
Adrian Nikci,64.64,72.54,62.0,57.82,51.07,63.21,51.21,67.5,60.0,58.36,52.39,71.5,76.21,75.93,74.29,63.36,66.68,55.18,54.43,57.89,60.25,56.82,47.96,25.57,60.39,55.61,62.25,27.29,38.64,33.57,5.61,8.79,10.5,9.68,15.04,MID
Adrian Rakowski,55.1,60.2,47.8,42.9,52.4,57.6,34.2,60.8,44.8,47.0,57.4,57.3,74.7,64.0,79.7,54.6,75.7,54.2,77.0,59.6,61.9,43.7,51.5,54.6,51.7,57.7,55.6,36.9,38.5,40.3,8.0,9.0,6.0,8.0,10.0,MID
Adrian Ramos,76.76,78.36,66.21,78.36,82.91,71.79,73.52,74.52,62.42,47.15,56.15,75.52,81.76,85.48,80.73,76.12,70.55,76.03,88.55,74.48,75.55,62.76,53.55,43.52,75.58,66.94,65.03,20.12,27.67,23.82,8.33,13.79,13.97,13.79,6.52,FW
Adrian Ricardo Centurion,72.83,80.06,67.44,61.0,66.0,64.33,60.0,76.17,66.89,65.33,66.67,74.44,90.67,89.39,89.83,68.61,83.78,65.0,55.0,87.28,50.0,65.11,41.56,40.0,63.56,66.78,67.0,42.22,46.67,45.72,7.0,6.0,7.0,11.0,8.0,MID
Adrian Ricchiuti,71.25,72.83,70.33,61.67,42.58,74.67,66.0,74.58,76.0,67.5,66.5,75.5,79.5,66.08,82.5,74.33,68.67,64.42,55.42,59.25,47.0,62.42,55.17,61.17,68.25,77.67,72.75,38.67,40.17,43.0,8.0,13.42,35.67,14.58,13.5,MID
Adrian Sardinero Corpa,63.38,71.69,50.77,58.69,59.69,56.46,63.0,67.08,60.69,58.31,46.77,69.08,70.31,70.85,67.15,64.85,61.15,61.54,65.0,71.15,62.31,55.0,40.31,20.38,65.54,55.54,54.08,18.62,17.23,12.62,8.54,11.15,17.0,16.23,14.54,FW
Adrian Stoian,67.35,74.35,66.21,56.79,58.71,69.76,63.91,71.85,71.26,68.21,57.24,73.32,75.09,73.76,81.24,64.41,79.88,64.38,65.56,62.26,35.88,65.97,57.0,34.53,66.03,63.62,60.12,30.74,34.71,35.15,9.38,11.71,12.21,11.71,7.15,MID
Adrian Winter,59.88,67.0,58.42,57.0,43.96,61.88,45.0,53.12,53.04,52.67,54.04,57.29,80.5,78.46,68.29,59.58,65.83,64.21,62.71,74.79,61.71,46.17,53.67,45.08,61.79,40.33,47.67,46.92,51.54,38.38,12.71,15.21,18.67,15.21,11.04,MID
Adrian,74.11,76.64,18.57,20.21,19.07,20.21,22.21,19.71,18.71,20.71,31.21,22.21,46.0,44.0,47.0,68.75,48.0,38.36,68.14,38.0,72.18,22.21,37.21,24.21,18.21,24.11,31.89,19.21,20.64,19.21,72.82,76.21,67.36,73.14,77.21,GK
Adriano De Pierro,54.6,66.2,45.6,36.6,48.8,55.2,41.0,37.6,47.0,41.8,53.2,52.2,61.0,64.6,61.0,59.6,57.0,40.0,66.0,56.4,60.0,34.6,61.2,52.6,32.4,52.0,49.6,50.2,51.8,50.8,10.8,17.0,25.0,14.6,17.6,MID
Adriano Facchini,69.35,70.65,14.41,15.12,16.53,27.0,16.53,18.65,16.71,16.35,19.35,26.0,36.53,39.0,32.0,57.47,48.0,20.76,67.47,33.18,69.65,14.41,31.0,21.0,17.94,19.35,29.0,15.12,16.53,15.82,69.76,70.94,65.41,67.88,72.76,GK
Adriano Ferreira Pinto,71.85,75.0,75.31,65.31,61.08,71.54,71.0,73.08,66.85,68.31,67.92,76.08,73.0,73.23,71.08,69.46,66.08,74.69,63.38,62.38,70.08,70.92,64.69,62.62,71.0,66.62,68.77,30.54,43.85,50.85,11.0,11.77,36.08,13.54,15.38,MID
Adriano Jose de Lara,63.33,68.0,58.0,54.0,57.0,65.0,67.0,70.0,39.0,58.0,64.0,66.0,65.67,68.67,61.33,67.0,60.67,75.33,53.67,65.0,70.0,60.0,47.0,48.0,62.67,51.0,46.0,51.33,55.67,51.67,7.0,6.0,10.0,6.0,12.0,FW
Adriano Pereira da Silva,67.08,71.75,55.25,47.92,57.92,56.25,27.25,44.92,37.25,73.92,51.58,57.25,74.75,67.25,65.75,62.08,63.08,61.42,74.08,67.33,71.33,65.83,70.58,70.83,47.83,47.58,55.25,70.42,68.92,67.25,9.92,15.42,28.58,10.83,16.08,DEF
Adriano Russo,63.92,64.08,26.62,22.85,65.23,48.38,20.69,26.31,23.46,23.62,40.38,36.23,54.0,59.23,51.0,64.54,52.0,35.85,78.0,68.0,79.08,23.15,66.0,59.15,20.85,23.0,29.62,67.54,65.54,60.46,9.31,12.31,7.31,12.31,5.31,DEF
Adriano,79.15,83.15,51.62,81.46,83.31,62.15,74.54,76.38,70.0,79.08,47.85,78.77,65.23,66.46,48.85,74.15,64.46,91.31,61.54,53.92,91.69,77.54,56.23,50.92,78.08,70.85,82.54,22.08,25.23,20.0,11.15,11.54,26.92,16.46,15.85,FW
Adriano,77.26,80.33,80.59,59.67,65.67,77.59,52.19,80.33,80.0,69.7,76.19,80.11,79.04,76.63,78.96,79.37,76.74,82.07,72.81,77.67,67.93,82.19,70.59,75.26,76.63,67.74,62.56,70.07,68.07,77.41,11.3,15.48,24.07,15.37,14.37,DEF
Adrien Hunou,63.17,73.72,56.78,54.11,48.44,65.17,53.5,69.11,57.67,52.17,58.72,67.67,72.83,75.5,74.61,56.61,68.11,53.0,55.94,61.78,41.44,51.5,51.56,28.0,62.17,66.06,51.17,37.5,34.83,23.5,7.17,6.17,12.17,7.17,7.17,MID
Adrien Rabiot,71.29,83.14,59.29,47.0,69.43,77.71,44.14,68.14,58.93,51.71,71.93,74.57,65.71,63.57,69.93,72.14,54.14,73.07,72.29,72.93,77.71,68.43,68.14,68.57,58.43,74.29,63.29,52.64,66.43,61.0,8.29,11.29,8.29,6.29,14.29,MID
